"","Player_Name_Compact","Team","City","Game_Started","Games_Played","Minutes","Points","Two_Point_Made","Two_Point_Attempted","Two_Point_Percentage","Three_Point_Made","Three_Point_Attempted","Three_Point_Percentage","Free_Throws_Made","Free_Throws_Attempted","Free_Throws_Percentage","Defensive_Rebounds","Offensive_Rebounds","Total_Rebounds","Turnovers","Steals","Blocks_against","Blocks","Assists","Personal_Fouls","Personal_Fouls_Drawn","Efficiency"
"363","Saini F.","PALL. MILANO 1958 (*)","MIL (*)","34","34","652","348","142","245","58","3","9","33","55","86","64","125","57","182","48","29","4","6","16","112","76","353"
"364","Saletti S.","PALL. GARDONESE","GAR","35","35","402","51","23","51","45","0","7","0","5","8","62","87","22","109","18","4","1","3","21","56","6","81"
"365","Sambruna L.","PALL. LISSONE","LIS","3","1","1","0","0","1","0","","","","","","","","","","2","","","","","1","","-4"
"366","Sanogo A.","SANSEBASKET CREMONA","CRE","38","38","1028","421","183","365","50","1","6","17","52","92","57","211","103","314","96","26","8","10","57","110","95","482"
"367","Santambrogio M.","AMALPLAST 7 LAGHI GAZZADA","GAZ","35","34","886","373","57","158","36","64","170","38","67","92","73","88","9","97","55","35","4","","113","98","84","313"
"368","Saresera A.","N.B. IMBAL CARTON PREVALLE","PRE","38","37","721","92","17","46","37","11","57","19","25","31","81","92","7","99","52","23","3","8","40","51","40","115"
"369","Sartori A.","HYDROTHERM BUSTO ARSIZIO","BUS","4","2","7","5","1","1","100","1","1","100","","","","1","","1","1","","","","","","","5"
"370","Scazzola L.","N.B. IMBAL CARTON PREVALLE","PRE","38","36","418","126","54","132","41","0","1","0","18","43","42","77","53","130","33","7","10","7","18","63","37","115"
"371","Scekic N.","N.B. IMBAL CARTON PREVALLE","PRE","38","38","983","399","100","192","52","45","153","29","64","112","57","170","61","231","75","23","6","16","46","112","96","370"
"372","Scuratti S.","VERGA VINI CERMENATE","CER","35","35","893","256","99","246","40","1","2","50","55","77","71","120","72","192","36","18","4","21","15","107","59","244"
"373","Secco F.","CISTELLUM CISLAGO (*)","CIS (*)","34","29","248","40","18","46","39","0","5","0","4","6","67","37","20","57","8","1","1","1","","21","6","40"
"374","Seguenti Monacelli D.","BLU OROBICA BERGAMO","BER","28","27","703","289","41","97","42","61","183","33","24","29","83","71","19","90","31","19","1","","47","48","25","207"
"375","Sereni L.","MG.Kvis CORONA PLATINA","PIA","41","31","266","50","16","30","53","1","6","17","15","21","71","24","6","30","13","5","1","1","6","31","20","42"
"376","Severgnini S.","MAZZOLENI PIZZIGHETTONE","PIZ","40","35","412","107","26","63","41","14","51","27","13","27","48","50","19","69","23","9","1","19","12","71","37","70"
"377","Siccardo F.","LIBERTAS CERNUSCO","CER","30","30","591","248","70","147","48","18","57","32","54","85","64","57","19","76","75","21","6","","60","69","87","195"
"378","Signore P.","BLU OROBICA BERGAMO","BER","36","36","744","207","73","171","43","7","31","23","40","91","44","65","69","134","45","19","10","9","39","133","65","112"
"379","Sironi D.","LE BOCCE CASA GIOVENTU' ERBA","ERB","36","36","280","35","4","12","33","8","31","26","3","6","50","20","10","30","7","8","1","","11","23","7","26"
"380","Sirtori E.","LIBERTAS CERNUSCO","CER","27","24","458","213","87","157","55","0","4","0","39","72","54","96","37","133","34","16","8","12","11","69","49","216"
"381","Sirtori V.","LE BOCCE CASA GIOVENTU' ERBA","ERB","3","3","9","1","","","","","","","1","2","50","1","","1","","","","","","2","1",""
"382","Soldati D.","PALL. MILANO 1958 (*)","MIL (*)","17","6","6","2","1","1","100","","","","","","","","1","1","","1","","","","","","4"
"383","Somaschini T.","AMALPLAST 7 LAGHI GAZZADA","GAZ","33","33","632","248","48","94","51","24","107","22","80","119","67","57","15","72","55","24","4","2","49","78","112","202"
"384","Somaschini E.","AMALPLAST 7 LAGHI GAZZADA","GAZ","31","27","538","80","14","43","33","15","47","32","7","21","33","46","24","70","25","21","3","","30","57","36","77"
"385","Sorrentino M.","MILANOTRE BK (*)","MIL (*)","35","22","109","32","11","24","46","2","9","22","4","11","36","7","2","9","7","3","2","","5","12","6","7"
"386","Spinazzi L.","PALL. MILANO 1958 (*)","MIL (*)","2","2","25","10","2","5","40","2","3","67","","","","","2","2","","1","","","2","5","2","8"
"387","Spirolazzi D.","DELTA LINE OPERA B.C.","OPE","36","35","993","435","143","278","51","19","89","21","92","162","57","113","81","194","86","26","9","4","36","100","132","357"
"388","Spreafico M.","LE BOCCE CASA GIOVENTU' ERBA","ERB","35","35","549","154","34","79","43","17","97","18","35","53","66","78","23","101","35","25","1","3","23","85","62","104"
"389","Squarcina N.","VERGA VINI CERMENATE","CER","33","33","677","273","56","148","38","33","112","29","62","75","83","106","25","131","33","11","","8","15","74","70","217"
"390","Staffiere R.","ISEO ARGOMM","ISE","8","3","5","3","0","1","0","1","1","100","","","","1","","1","","","","","","","","3"
"391","Stefanazzi C.","HYDROTHERM BUSTO ARSIZIO","BUS","2","0","","0","","","","","","","","","","","","","","","","","","","",""
"392","Stillo F.","LE BOCCE CASA GIOVENTU' ERBA","ERB","10","10","54","14","4","6","67","2","7","29","","","","3","2","5","1","","","","1","8","4","8"
"393","Strautmanis K.","SANSEBASKET CREMONA","CRE","27","27","342","119","42","67","63","9","36","25","8","15","53","33","35","68","17","7","","","13","66","22","87"
"394","Stucchi G.","BLU OROBICA BERGAMO","BER","36","34","727","285","73","150","49","36","130","28","31","40","78","105","23","128","78","20","5","3","54","81","54","200"
"395","Tagliabue F.","HYDROTHERM BUSTO ARSIZIO","BUS","32","32","694","273","103","233","44","6","21","29","49","72","68","124","45","169","46","20","7","3","50","87","69","276"
"396","Tandoi N.","MILANOTRE BK (*)","MIL (*)","35","35","706","224","68","142","48","14","70","20","46","70","66","78","21","99","53","12","1","2","45","83","57","148"
"397","Tartaglia A.","PALL. GARDONESE","GAR","15","15","121","34","5","7","71","6","21","29","6","8","75","17","6","23","4","2","1","1","3","13","7","33"
"398","Tavasci A.","BAJ G. ARCISATE","ARC","9","2","6","3","","","","1","2","50","","","","","","","","","","","","2","",""
"399","Tedeschi L.","PALL. LISSONE","LIS","34","33","519","164","61","148","41","4","10","40","30","44","68","44","9","53","37","28","4","5","54","58","44","142"
"400","Tedoldi M.","ISEO ARGOMM","ISE","30","28","642","191","49","95","52","23","80","29","24","39","62","77","29","106","33","24","3","12","24","68","41","176"
"401","Terpstra S.","MAZZOLENI PIZZIGHETTONE","PIZ","11","2","2","0","","","","","","","","","","","","","","","","","","","",""
"402","Tinsley T.","MG.Kvis CORONA PLATINA","PIA","40","38","998","325","36","94","38","74","190","39","31","38","82","114","17","131","57","35","6","11","78","83","56","309"
"403","Tinto D.","PALL. GARDONESE","GAR","19","17","518","137","37","76","49","12","53","23","27","35","77","81","21","102","52","12","1","2","56","42","43","169"
"404","Todorovic L.","PALL. MILANO 1958 (*)","MIL (*)","3","1","1","0","","","","","","","","","","","","","","","","","","","",""
"405","Tognati E.","BASKETBALL GALLARATE","GAL","8","5","33","4","0","1","0","1","5","20","1","2","50","1","","1","3","","","","2","3","2","-3"
"406","Tolasi E.","MAZZOLENI PIZZIGHETTONE","PIZ","14","3","5","0","0","1","0","","","","","","","","","","","","","","","","","-1"
"407","Tolasi F.","GILBERTINA SORESINA","SOR","41","39","378","116","37","71","52","9","19","47","15","27","56","13","12","25","17","8","7","","21","38","28","80"
"408","Tolasi M.","MAZZOLENI PIZZIGHETTONE","PIZ","1","0","","0","","","","","","","","","","","","","","","","","","","",""
"409","Tomba E.","CISTELLUM CISLAGO (*)","CIS (*)","34","33","1137","491","126","300","42","50","203","25","89","121","74","162","33","195","76","29","9","6","104","74","128","435"
"410","Tomic L.","BASKET SUSTINENTE (*)","SUS (*)","35","35","1056","531","201","374","54","4","20","20","117","179","65","283","108","391","78","47","33","10","58","124","161","712"
"411","Tonani T.","AMALPLAST 7 LAGHI GAZZADA","GAZ","34","12","53","7","1","1","100","1","5","20","2","4","50","5","1","6","3","","","","1","7","4","2"
"412","Tonella S.","CISTELLUM CISLAGO (*)","CIS (*)","34","34","1153","398","74","153","48","64","223","29","58","80","72","105","18","123","63","28","6","1","79","79","88","309"
"413","Tonella R.","BAJ G. ARCISATE","ARC","33","33","708","204","50","116","43","24","60","40","32","39","82","61","16","77","41","33","5","5","41","82","45","168"
"414","Tosi P.","ROBUR SARONNO","SAR","38","28","309","84","26","58","45","8","15","53","8","16","50","35","14","49","22","2","2","3","10","45","15","47"
"415","Trentini C.","AMALPLAST 7 LAGHI GAZZADA","GAZ","35","31","399","88","35","81","43","4","15","27","6","12","50","57","36","93","28","10","1","7","15","36","12","97"
"416","Tresso D.","ROBUR SARONNO","SAR","36","34","565","118","40","91","44","5","23","22","23","33","70","48","35","83","31","15","4","","22","73","33","84"
"417","Trevisi G.","MG.Kvis CORONA PLATINA","PIA","7","2","2","0","","","","","","","","","","","","","","","","","1","","","1"
"418","Trunic L.","SANSEBASKET CREMONA","CRE","26","25","476","143","26","68","38","18","90","20","37","46","80","39","24","63","29","13","5","","18","50","41","71"
"419","Turatti P.","ROBUR SARONNO","SAR","34","24","223","17","6","25","24","0","7","0","5","10","50","19","5","24","13","4","6","","13","34","17","-9"
"420","Turelli M.","ROMANO LOMBARDO","ROM","24","20","441","215","58","126","46","21","52","40","36","55","65","78","33","111","30","9","6","7","18","53","48","201"
"421","Ukaegbu C.","ROBUR SARONNO","SAR","37","31","472","123","49","114","43","1","7","14","22","54","41","82","52","134","34","13","6","6","9","58","42","126"
"422","Vai F.","HYDROTHERM BUSTO ARSIZIO","BUS","24","23","640","343","29","60","48","81","241","34","42","59","71","67","12","79","41","19","2","","40","59","63","234"
"423","Valenti A.","ISEO ARGOMM","ISE","36","22","239","67","14","45","31","10","23","43","9","16","56","26","8","34","22","7","1","1","20","46","16","25"
"424","Valli A.","AMALPLAST 7 LAGHI GAZZADA","GAZ","13","3","4","3","","","","1","2","50","","","","","","","1","","","","","","","1"
"425","Valsecchi L.","LE BOCCE CASA GIOVENTU' ERBA","ERB","38","38","740","161","61","91","67","7","29","24","18","52","35","81","46","127","27","26","6","12","17","82","60","202"
"426","Vanzulli V.","CISTELLUM CISLAGO (*)","CIS (*)","23","22","328","104","19","59","32","18","74","24","12","20","60","27","27","54","16","2","1","2","14","34","34","55"
"427","Ventura R.","PALL. LISSONE","LIS","36","36","450","142","32","70","46","21","63","33","15","20","75","58","19","77","24","6","","2","15","64","26","95"
"428","Vercesi D.","DELTA LINE OPERA B.C.","OPE","30","28","655","145","39","112","35","15","47","32","22","40","55","112","42","154","33","29","4","6","21","81","56","170"
"429","Veronesi F.","ISEO ARGOMM","ISE","36","36","850","267","104","215","48","3","9","33","50","80","62","156","84","240","57","25","14","8","21","86","75","332"
"430","Vigano' U.","NERVIANESE 1919","NER","35","33","295","52","12","21","57","7","34","21","7","13","54","23","12","35","14","9","","4","13","34","14","37"
"431","Vignali A.","MG.Kvis CORONA PLATINA","PIA","41","41","956","380","112","227","49","34","108","31","54","75","72","198","47","245","62","27","5","33","41","88","77","438"
"432","Villa G.","ROMANO LOMBARDO","ROM","36","36","1012","351","40","125","32","76","202","38","43","60","72","138","18","156","36","24","3","1","42","106","55","256"
"433","Villa E.","PALL. LISSONE","LIS","1","0","","0","","","","","","","","","","","","","","","","","","","",""
"434","Visnjic D.","PALL. MILANO 1958 (*)","MIL (*)","11","3","6","0","","","","","","","","","","1","","1","1","","","","","","",""
"435","Vitelli M.","DELTA LINE OPERA B.C.","OPE","12","9","131","14","4","12","33","2","15","13","0","4","0","8","10","18","12","4","","","6","18","14","1"
"436","Vorzillo M.","B. TEAM E. BATTAGLIA MORTARA","MOR","8","7","193","43","10","31","32","4","19","21","11","18","61","31","9","40","18","5","1","3","9","26","23","35"
"437","Vucinovic V.","BASKET SUSTINENTE (*)","SUS (*)","12","11","237","97","20","54","37","14","32","44","15","20","75","49","11","60","9","6","3","4","5","30","20","93"
"438","Werlich A.","DELTA LINE OPERA B.C.","OPE","19","19","485","212","42","93","45","28","78","36","44","57","77","58","8","66","48","26","5","2","53","38","57","211"
"439","Zanasca A.","AMALPLAST 7 LAGHI GAZZADA","GAZ","23","11","63","8","1","2","50","2","4","50","","","","4","1","5","3","","","","2","11","1","-1"
"440","Zanetti F.","N.B. IMBAL CARTON PREVALLE","PRE","3","1","2","0","","","","","","","","","","","","","1","","","","","1","","-2"
"441","Zattra D.","BAJ G. ARCISATE","ARC","6","6","53","10","4","5","80","0","1","0","2","2","100","5","2","7","3","1","","2","3","11","1","8"
"442","Zeneli F.","PALL. GARDONESE","GAR","20","20","473","234","103","192","54","3","7","43","19","43","44","89","22","111","18","8","5","6","12","41","44","234"
"443","Zennaro G.","NERVIANESE 1919","NER","35","35","623","221","50","113","44","22","82","27","55","65","85","68","21","89","31","23","2","3","68","54","84","268"
"444","Ziviani L.","TEAM ABC CANTU'","CAN","17","17","190","77","22","43","51","9","22","41","6","11","55","19","7","26","12","5","","1","2","17","20","63"
